Year,Country Code,Gini_coefficient
2019-01-01,COG,48.9
2020-01-01,COG,48.9
2021-01-01,COG,48.9
2022-01-01,COG,48.9
2023-01-01,COG,48.9
1980-01-01,COL,55.1
1981-01-01,COL,55.1
1982-01-01,COL,55.1
1983-01-01,COL,55.1
1984-01-01,COL,55.1
1985-01-01,COL,55.1
1986-01-01,COL,55.1
1987-01-01,COL,55.1
1988-01-01,COL,53.1
1989-01-01,COL,52.8
1990-01-01,COL,52.8
1991-01-01,COL,51.3
1992-01-01,COL,51.4
1993-01-01,COL,51.4
1994-01-01,COL,51.4
1995-01-01,COL,51.4
1996-01-01,COL,56.8
1997-01-01,COL,56.8
1998-01-01,COL,56.8
1999-01-01,COL,58.5
2000-01-01,COL,58.4
2001-01-01,COL,57.3
2002-01-01,COL,56.0
2003-01-01,COL,53.6
2004-01-01,COL,55.0
2005-01-01,COL,53.9
2006-01-01,COL,53.9
2007-01-01,COL,53.9
2008-01-01,COL,55.3
2009-01-01,COL,54.3
2010-01-01,COL,54.6
2011-01-01,COL,53.5
2012-01-01,COL,52.6
2013-01-01,COL,52.6
2014-01-01,COL,52.5
2015-01-01,COL,51.0
2016-01-01,COL,50.6
2017-01-01,COL,49.7
2018-01-01,COL,50.4
2019-01-01,COL,51.3
2020-01-01,COL,53.5
2021-01-01,COL,55.1
2022-01-01,COL,54.8
2023-01-01,COL,54.8
2004-01-01,COM,55.9
2005-01-01,COM,55.9
2006-01-01,COM,55.9
2007-01-01,COM,55.9
2008-01-01,COM,55.9
2009-01-01,COM,55.9
2010-01-01,COM,55.9
2011-01-01,COM,55.9
2012-01-01,COM,55.9
2013-01-01,COM,55.9
2014-01-01,COM,45.3
2015-01-01,COM,45.3
2016-01-01,COM,45.3
2017-01-01,COM,45.3
2018-01-01,COM,45.3
2019-01-01,COM,45.3
2020-01-01,COM,45.3
2021-01-01,COM,45.3
2022-01-01,COM,45.3
2023-01-01,COM,45.3
2001-01-01,CPV,52.5
2002-01-01,CPV,52.5
2003-01-01,CPV,52.5
2004-01-01,CPV,52.5
2005-01-01,CPV,52.5
2006-01-01,CPV,52.5
2007-01-01,CPV,47.2
2008-01-01,CPV,47.2
2009-01-01,CPV,47.2
2010-01-01,CPV,47.2
2011-01-01,CPV,47.2
2012-01-01,CPV,47.2
2013-01-01,CPV,47.2
2014-01-01,CPV,47.2
2015-01-01,CPV,42.4
2016-01-01,CPV,42.4
2017-01-01,CPV,42.4
2018-01-01,CPV,42.4
2019-01-01,CPV,42.4
2020-01-01,CPV,42.4
2021-01-01,CPV,42.4
2022-01-01,CPV,42.4
2023-01-01,CPV,42.4
1981-01-01,CRI,47.5
1982-01-01,CRI,47.5
1983-01-01,CRI,47.5
1984-01-01,CRI,47.5
1985-01-01,CRI,47.5
1986-01-01,CRI,34.4
1987-01-01,CRI,34.4
1988-01-01,CRI,34.4
1989-01-01,CRI,45.5
1990-01-01,CRI,45.2
1991-01-01,CRI,46.6
1992-01-01,CRI,45.6
1993-01-01,CRI,45.9
1994-01-01,CRI,46.7
1995-01-01,CRI,45.7
1996-01-01,CRI,46.5
1997-01-01,CRI,45.6
1998-01-01,CRI,45.6
1999-01-01,CRI,47.6
2000-01-01,CRI,47.4
2001-01-01,CRI,51.5
2002-01-01,CRI,51.8
2003-01-01,CRI,49.3
2004-01-01,CRI,48.4
2005-01-01,CRI,47.5
2006-01-01,CRI,49.3
2007-01-01,CRI,49.3
2008-01-01,CRI,48.6
2009-01-01,CRI,50.6
2010-01-01,CRI,48.0
2011-01-01,CRI,48.8
2012-01-01,CRI,48.4
2013-01-01,CRI,49.2
2014-01-01,CRI,48.6
2015-01-01,CRI,48.4
2016-01-01,CRI,48.7
2017-01-01,CRI,48.3
2018-01-01,CRI,48.0
2019-01-01,CRI,48.2
2020-01-01,CRI,49.2
2021-01-01,CRI,48.7
2022-01-01,CRI,47.2
2023-01-01,CRI,46.7
2004-01-01,CYP,30.1
2005-01-01,CYP,30.3
2006-01-01,CYP,31.1
2007-01-01,CYP,31.1
2008-01-01,CYP,31.7
2009-01-01,CYP,32.1
2010-01-01,CYP,31.5
2011-01-01,CYP,32.6
2012-01-01,CYP,34.3
2013-01-01,CYP,37.0
2014-01-01,CYP,35.6
2015-01-01,CYP,34.0
2016-01-01,CYP,32.9
2017-01-01,CYP,31.4
2018-01-01,CYP,32.7
2019-01-01,CYP,31.2
2020-01-01,CYP,31.7
2021-01-01,CYP,31.3
2022-01-01,CYP,31.3
2023-01-01,CYP,31.3
1992-01-01,CZE,20.7
1993-01-01,CZE,26.6
1994-01-01,CZE,26.6
1995-01-01,CZE,26.6
1996-01-01,CZE,25.8
1997-01-01,CZE,25.8
1998-01-01,CZE,25.8
1999-01-01,CZE,25.8
2000-01-01,CZE,25.8
2001-01-01,CZE,25.8
2002-01-01,CZE,26.6
2003-01-01,CZE,26.6
2004-01-01,CZE,27.5
2005-01-01,CZE,26.9
2006-01-01,CZE,26.7
2007-01-01,CZE,26.0
2008-01-01,CZE,26.3
2009-01-01,CZE,26.2
2010-01-01,CZE,26.6
2011-01-01,CZE,26.4
2012-01-01,CZE,26.1
2013-01-01,CZE,26.5
2014-01-01,CZE,25.9
2015-01-01,CZE,25.9
2016-01-01,CZE,25.4
2017-01-01,CZE,24.9
2018-01-01,CZE,25.0
2019-01-01,CZE,25.3
2020-01-01,CZE,26.2
2021-01-01,CZE,26.2
2022-01-01,CZE,26.2
2023-01-01,CZE,26.2
1985-01-01,DEU,25.1
1986-01-01,DEU,25.1
1987-01-01,DEU,25.1
1988-01-01,DEU,25.1
1989-01-01,DEU,25.1
1990-01-01,DEU,25.6
1991-01-01,DEU,29.5
1992-01-01,DEU,29.1
1993-01-01,DEU,28.6
1994-01-01,DEU,29.2
1995-01-01,DEU,28.8
1996-01-01,DEU,28.0
1997-01-01,DEU,28.2
1998-01-01,DEU,28.3
1999-01-01,DEU,29.0
2000-01-01,DEU,28.9
2001-01-01,DEU,29.9
2002-01-01,DEU,29.8
2003-01-01,DEU,29.8
2004-01-01,DEU,30.2
2005-01-01,DEU,31.7
2006-01-01,DEU,31.0
2007-01-01,DEU,31.2
2008-01-01,DEU,30.8
2009-01-01,DEU,30.5
2010-01-01,DEU,30.2
2011-01-01,DEU,30.6
2012-01-01,DEU,31.1
2013-01-01,DEU,31.5
2014-01-01,DEU,30.8
2015-01-01,DEU,31.7
2016-01-01,DEU,31.4
2017-01-01,DEU,31.3
2018-01-01,DEU,31.9
2019-01-01,DEU,31.8
2020-01-01,DEU,32.4
2021-01-01,DEU,32.4
2022-01-01,DEU,32.4
2023-01-01,DEU,32.4
2002-01-01,DJI,40.0
2003-01-01,DJI,40.0
2004-01-01,DJI,40.0
2005-01-01,DJI,40.0
2006-01-01,DJI,40.0
2007-01-01,DJI,40.0
2008-01-01,DJI,40.0
2009-01-01,DJI,40.0
2010-01-01,DJI,40.0
2011-01-01,DJI,40.0
2012-01-01,DJI,45.1
2013-01-01,DJI,44.1
2014-01-01,DJI,44.1
2015-01-01,DJI,44.1
2016-01-01,DJI,44.1
2017-01-01,DJI,41.6
2018-01-01,DJI,41.6
2019-01-01,DJI,41.6
2020-01-01,DJI,41.6
2021-01-01,DJI,41.6
2022-01-01,DJI,41.6
2023-01-01,DJI,41.6
1985-01-01,DNK,22.1
1986-01-01,DNK,22.400000000000002
1987-01-01,DNK,26.2
1988-01-01,DNK,22.400000000000002
1989-01-01,DNK,22.0
1990-01-01,DNK,22.6
1991-01-01,DNK,22.2
1992-01-01,DNK,24.7
1993-01-01,DNK,22.3
1994-01-01,DNK,21.6
1995-01-01,DNK,23.0
1996-01-01,DNK,21.6
1997-01-01,DNK,22.400000000000002
1998-01-01,DNK,22.400000000000002
1999-01-01,DNK,22.8
2000-01-01,DNK,23.8
2001-01-01,DNK,23.8
2002-01-01,DNK,23.8
2003-01-01,DNK,25.6
2004-01-01,DNK,24.9
2005-01-01,DNK,25.2
2006-01-01,DNK,25.9
2007-01-01,DNK,26.2
2008-01-01,DNK,25.2
2009-01-01,DNK,26.7
2010-01-01,DNK,27.2
2011-01-01,DNK,27.3
2012-01-01,DNK,27.8
2013-01-01,DNK,28.5
2014-01-01,DNK,28.4
2015-01-01,DNK,28.2
2016-01-01,DNK,28.2
2017-01-01,DNK,28.7
2018-01-01,DNK,28.2
2019-01-01,DNK,27.7
2020-01-01,DNK,27.5
2021-01-01,DNK,28.3
2022-01-01,DNK,28.3
2023-01-01,DNK,28.3
1986-01-01,DOM,47.8
1987-01-01,DOM,47.8
1988-01-01,DOM,47.8
1989-01-01,DOM,50.4
1990-01-01,DOM,50.4
1991-01-01,DOM,50.4
1992-01-01,DOM,51.1
1993-01-01,DOM,51.1
1994-01-01,DOM,51.1
1995-01-01,DOM,51.1
1996-01-01,DOM,47.4
1997-01-01,DOM,48.9
1998-01-01,DOM,48.9
1999-01-01,DOM,48.9
2000-01-01,DOM,51.5
2001-01-01,DOM,50.0
2002-01-01,DOM,49.7
2003-01-01,DOM,52.1
2004-01-01,DOM,52.0
2005-01-01,DOM,50.0
2006-01-01,DOM,52.0
2007-01-01,DOM,48.9
2008-01-01,DOM,48.1
2009-01-01,DOM,48.9
2010-01-01,DOM,47.3
2011-01-01,DOM,47.7
2012-01-01,DOM,46.1
2013-01-01,DOM,47.7
2014-01-01,DOM,44.3
2015-01-01,DOM,45.2
2016-01-01,DOM,45.7
2017-01-01,DOM,42.2
2018-01-01,DOM,43.7
2019-01-01,DOM,41.9
2020-01-01,DOM,39.6
2021-01-01,DOM,38.5
2022-01-01,DOM,37.0
2023-01-01,DOM,37.0
1988-01-01,DZA,37.4
1989-01-01,DZA,37.4
1990-01-01,DZA,37.4
1991-01-01,DZA,37.4
1992-01-01,DZA,37.4
1993-01-01,DZA,37.4
1994-01-01,DZA,37.4
1995-01-01,DZA,35.3
1996-01-01,DZA,35.3
1997-01-01,DZA,35.3
1998-01-01,DZA,35.3
1999-01-01,DZA,35.3
2000-01-01,DZA,35.3
2001-01-01,DZA,35.3
2002-01-01,DZA,35.3
2003-01-01,DZA,35.3
2004-01-01,DZA,35.3
2005-01-01,DZA,35.3
2006-01-01,DZA,35.3
2007-01-01,DZA,35.3
2008-01-01,DZA,35.3
2009-01-01,DZA,35.3
2010-01-01,DZA,35.3
2011-01-01,DZA,27.6
2012-01-01,DZA,27.6
2013-01-01,DZA,27.6
2014-01-01,DZA,27.6
2015-01-01,DZA,27.6
2016-01-01,DZA,27.6
2017-01-01,DZA,27.6
2018-01-01,DZA,27.6
2019-01-01,DZA,27.6
2020-01-01,DZA,27.6
2021-01-01,DZA,27.6
2022-01-01,DZA,27.6
2023-01-01,DZA,27.6
1987-01-01,ECU,50.5
1988-01-01,ECU,50.5
1989-01-01,ECU,50.5
1990-01-01,ECU,50.5
1991-01-01,ECU,50.5
1992-01-01,ECU,50.5
1993-01-01,ECU,50.5
1994-01-01,ECU,53.3
1995-01-01,ECU,50.8
1996-01-01,ECU,50.8
1997-01-01,ECU,50.8
1998-01-01,ECU,49.6
1999-01-01,ECU,58.6
2000-01-01,ECU,56.3
2001-01-01,ECU,56.3
2002-01-01,ECU,56.3
2003-01-01,ECU,53.5
2004-01-01,ECU,53.9
2005-01-01,ECU,53.0
2006-01-01,ECU,52.2
2007-01-01,ECU,53.4
2008-01-01,ECU,49.8
2009-01-01,ECU,48.5
2010-01-01,ECU,48.8
2011-01-01,ECU,45.9
2012-01-01,ECU,46.1
2013-01-01,ECU,46.9
2014-01-01,ECU,45.0
2015-01-01,ECU,46.0
2016-01-01,ECU,45.0
2017-01-01,ECU,44.7
2018-01-01,ECU,45.4
2019-01-01,ECU,45.7
2020-01-01,ECU,47.3
2021-01-01,ECU,45.8
2022-01-01,ECU,45.5
2023-01-01,ECU,44.6
1990-01-01,EGY,32.0
1991-01-01,EGY,32.0
1992-01-01,EGY,32.0
1993-01-01,EGY,32.0
1994-01-01,EGY,32.0
1995-01-01,EGY,30.1
1996-01-01,EGY,30.1
1997-01-01,EGY,30.1
1998-01-01,EGY,30.1
1999-01-01,EGY,30.8
2000-01-01,EGY,30.8
2001-01-01,EGY,30.8
2002-01-01,EGY,30.8
2003-01-01,EGY,30.8
2004-01-01,EGY,31.8
2005-01-01,EGY,31.8
2006-01-01,EGY,31.8
2007-01-01,EGY,31.8
2008-01-01,EGY,31.1
2009-01-01,EGY,31.1
2010-01-01,EGY,30.2
2011-01-01,EGY,30.2
2012-01-01,EGY,28.3
2013-01-01,EGY,28.3
2014-01-01,EGY,28.3
2015-01-01,EGY,31.8
2016-01-01,EGY,31.8
2017-01-01,EGY,31.5
2018-01-01,EGY,31.5
2019-01-01,EGY,31.9
2020-01-01,EGY,31.9
2021-01-01,EGY,31.9
2022-01-01,EGY,31.9
2023-01-01,EGY,31.9
1980-01-01,ESP,34.5
1981-01-01,ESP,34.5
1982-01-01,ESP,34.5
1983-01-01,ESP,34.5
1984-01-01,ESP,34.5
1985-01-01,ESP,34.4
1986-01-01,ESP,34.4
1987-01-01,ESP,34.4
1988-01-01,ESP,34.4
1989-01-01,ESP,34.4
1990-01-01,ESP,32.0
1991-01-01,ESP,32.0
1992-01-01,ESP,32.0
1993-01-01,ESP,35.7
1994-01-01,ESP,35.1
1995-01-01,ESP,35.7
1996-01-01,ESP,36.5
1997-01-01,ESP,35.3
1998-01-01,ESP,34.6
1999-01-01,ESP,33.8
2000-01-01,ESP,34.1
2001-01-01,ESP,34.1
2002-01-01,ESP,34.1
2003-01-01,ESP,31.8
2004-01-01,ESP,33.3
2005-01-01,ESP,32.4
2006-01-01,ESP,33.5
2007-01-01,ESP,34.1
2008-01-01,ESP,34.2
2009-01-01,ESP,34.9
2010-01-01,ESP,35.2
2011-01-01,ESP,35.7
2012-01-01,ESP,35.4
2013-01-01,ESP,36.2
2014-01-01,ESP,36.1
2015-01-01,ESP,36.2
2016-01-01,ESP,35.8
2017-01-01,ESP,34.7
2018-01-01,ESP,34.7
2019-01-01,ESP,34.3
2020-01-01,ESP,34.9
2021-01-01,ESP,33.9
2022-01-01,ESP,33.9
2023-01-01,ESP,33.9
2003-01-01,EST,37.2
2004-01-01,EST,33.6
2005-01-01,EST,33.4
2006-01-01,EST,33.7
2007-01-01,EST,31.2
2008-01-01,EST,31.9
2009-01-01,EST,31.4
2010-01-01,EST,32.0
2011-01-01,EST,32.5
2012-01-01,EST,32.9
2013-01-01,EST,35.1
2014-01-01,EST,34.6
2015-01-01,EST,32.7
2016-01-01,EST,31.2
2017-01-01,EST,30.4
2018-01-01,EST,30.3
2019-01-01,EST,30.8
2020-01-01,EST,30.7
2021-01-01,EST,31.8
2022-01-01,EST,31.8
2023-01-01,EST,31.8
1995-01-01,ETH,44.6
1996-01-01,ETH,44.6
1997-01-01,ETH,44.6
1998-01-01,ETH,44.6
1999-01-01,ETH,30.0
2000-01-01,ETH,30.0
2001-01-01,ETH,30.0
2002-01-01,ETH,30.0
2003-01-01,ETH,30.0
2004-01-01,ETH,29.8
2005-01-01,ETH,29.8
2006-01-01,ETH,29.8
2007-01-01,ETH,29.8
2008-01-01,ETH,29.8
2009-01-01,ETH,29.8
2010-01-01,ETH,33.2
2011-01-01,ETH,33.2
2012-01-01,ETH,33.2
2013-01-01,ETH,33.2
2014-01-01,ETH,33.2
2015-01-01,ETH,35.0
2016-01-01,ETH,35.0
2017-01-01,ETH,35.0
2018-01-01,ETH,35.0
2019-01-01,ETH,35.0
2020-01-01,ETH,35.0
2021-01-01,ETH,35.0
2022-01-01,ETH,35.0
2023-01-01,ETH,35.0
1986-01-01,FIN,20.9
1987-01-01,FIN,22.2
1988-01-01,FIN,42.699999999999996
1989-01-01,FIN,43.4
1990-01-01,FIN,43.0
1991-01-01,FIN,22.9
1992-01-01,FIN,42.3
1993-01-01,FIN,42.9
1994-01-01,FIN,43.2
1995-01-01,FIN,23.5
1996-01-01,FIN,45.0
1997-01-01,FIN,47.199999999999996
1998-01-01,FIN,48.699999999999996
1999-01-01,FIN,50.1
2000-01-01,FIN,27.2
2001-01-01,FIN,52.300000000000004
2002-01-01,FIN,51.7
2003-01-01,FIN,27.7
2004-01-01,FIN,27.9
2005-01-01,FIN,27.6
2006-01-01,FIN,28.0
2007-01-01,FIN,28.3
2008-01-01,FIN,27.8
2009-01-01,FIN,27.5
2010-01-01,FIN,27.7
2011-01-01,FIN,27.6
2012-01-01,FIN,27.1
2013-01-01,FIN,27.2
2014-01-01,FIN,26.8
2015-01-01,FIN,27.1
2016-01-01,FIN,27.1
2017-01-01,FIN,27.4
2018-01-01,FIN,27.3
2019-01-01,FIN,27.7
2020-01-01,FIN,27.1
2021-01-01,FIN,27.7
2022-01-01,FIN,27.400000000000002
2023-01-01,FIN,27.400000000000002
2002-01-01,FJI,38.1
2003-01-01,FJI,38.1
2004-01-01,FJI,38.1
2005-01-01,FJI,38.1
2006-01-01,FJI,38.1
2007-01-01,FJI,38.1
2008-01-01,FJI,40.4
2009-01-01,FJI,40.4
2010-01-01,FJI,40.4
2011-01-01,FJI,40.4
2012-01-01,FJI,40.4
2013-01-01,FJI,36.7
2014-01-01,FJI,36.7
2015-01-01,FJI,36.7
2016-01-01,FJI,36.7
2017-01-01,FJI,36.7
2018-01-01,FJI,36.7
2019-01-01,FJI,30.7
2020-01-01,FJI,30.7
2021-01-01,FJI,30.7
2022-01-01,FJI,30.7
2023-01-01,FJI,30.7
1970-01-01,FRA,37.1
1971-01-01,FRA,37.1
1972-01-01,FRA,37.1
1973-01-01,FRA,37.1
1974-01-01,FRA,37.1
1975-01-01,FRA,35.9
1976-01-01,FRA,35.9
1977-01-01,FRA,35.9
1978-01-01,FRA,35.9
1979-01-01,FRA,34.0
1980-01-01,FRA,34.0
1981-01-01,FRA,34.0
1982-01-01,FRA,34.0
1983-01-01,FRA,34.0
1984-01-01,FRA,33.4
1985-01-01,FRA,33.4
1986-01-01,FRA,33.4
1987-01-01,FRA,33.4
1988-01-01,FRA,33.4
1989-01-01,FRA,33.4
1990-01-01,FRA,32.1
1991-01-01,FRA,32.1
1992-01-01,FRA,32.1
1993-01-01,FRA,32.1
1994-01-01,FRA,32.1
1995-01-01,FRA,32.1
1996-01-01,FRA,32.0
1997-01-01,FRA,31.9
1998-01-01,FRA,31.7
1999-01-01,FRA,32.5
2000-01-01,FRA,32.6
2001-01-01,FRA,32.5
2002-01-01,FRA,31.8
2003-01-01,FRA,31.4
2004-01-01,FRA,30.6
2005-01-01,FRA,29.8
2006-01-01,FRA,29.7
2007-01-01,FRA,32.4
2008-01-01,FRA,33.0
2009-01-01,FRA,32.7
2010-01-01,FRA,33.7
2011-01-01,FRA,33.3
2012-01-01,FRA,33.1
2013-01-01,FRA,32.5
2014-01-01,FRA,32.3
2015-01-01,FRA,32.7
2016-01-01,FRA,31.9
2017-01-01,FRA,31.6
2018-01-01,FRA,32.4
2019-01-01,FRA,31.2
2020-01-01,FRA,30.7
2021-01-01,FRA,31.5
2022-01-01,FRA,31.5
2023-01-01,FRA,31.5
2005-01-01,FSM,42.4
2006-01-01,FSM,42.4
2007-01-01,FSM,42.4
2008-01-01,FSM,42.4
2009-01-01,FSM,42.4
2010-01-01,FSM,42.4
2011-01-01,FSM,42.4
2012-01-01,FSM,42.4
2013-01-01,FSM,40.1
2014-01-01,FSM,40.1
2015-01-01,FSM,40.1
2016-01-01,FSM,40.1
2017-01-01,FSM,40.1
2018-01-01,FSM,40.1
2019-01-01,FSM,40.1
2020-01-01,FSM,40.1
2021-01-01,FSM,40.1
2022-01-01,FSM,40.1
2023-01-01,FSM,40.1
2005-01-01,GAB,42.2
2006-01-01,GAB,42.2
2007-01-01,GAB,42.2
2008-01-01,GAB,42.2
2009-01-01,GAB,42.2
2010-01-01,GAB,42.2
2011-01-01,GAB,42.2
2012-01-01,GAB,42.2
2013-01-01,GAB,42.2
2014-01-01,GAB,42.2
2015-01-01,GAB,42.2
2016-01-01,GAB,42.2
2017-01-01,GAB,38.0
2018-01-01,GAB,38.0
2019-01-01,GAB,38.0
2020-01-01,GAB,38.0
2021-01-01,GAB,38.0
2022-01-01,GAB,38.0
2023-01-01,GAB,38.0
1968-01-01,GBR,26.8
1969-01-01,GBR,27.9
1970-01-01,GBR,28.0
1971-01-01,GBR,29.3
1972-01-01,GBR,28.8
1973-01-01,GBR,28.8
1974-01-01,GBR,29.0
1975-01-01,GBR,27.9
1976-01-01,GBR,27.6
1977-01-01,GBR,27.1
1978-01-01,GBR,27.2
1979-01-01,GBR,27.4
1980-01-01,GBR,28.5
1981-01-01,GBR,29.7
1982-01-01,GBR,29.9
1983-01-01,GBR,29.8
1984-01-01,GBR,29.2
1985-01-01,GBR,30.4
1986-01-01,GBR,31.9
1987-01-01,GBR,33.9
1988-01-01,GBR,34.3
1989-01-01,GBR,33.4
1990-01-01,GBR,35.7
1991-01-01,GBR,35.0
1992-01-01,GBR,35.0
1993-01-01,GBR,35.1
1994-01-01,GBR,36.0
1995-01-01,GBR,35.5
1996-01-01,GBR,35.3
1997-01-01,GBR,35.7
1998-01-01,GBR,36.6
1999-01-01,GBR,36.8
2000-01-01,GBR,38.8
2001-01-01,GBR,37.1
2002-01-01,GBR,35.1
2003-01-01,GBR,34.9
2004-01-01,GBR,34.8
2005-01-01,GBR,35.5
2006-01-01,GBR,35.9
2007-01-01,GBR,34.4
2008-01-01,GBR,35.4
2009-01-01,GBR,35.1
2010-01-01,GBR,33.7
2011-01-01,GBR,33.2
2012-01-01,GBR,33.1
2013-01-01,GBR,32.7
2014-01-01,GBR,33.1
2015-01-01,GBR,33.3
2016-01-01,GBR,33.1
2017-01-01,GBR,32.6
2018-01-01,GBR,33.7
2019-01-01,GBR,32.8
2020-01-01,GBR,32.6
2021-01-01,GBR,32.4
2022-01-01,GBR,32.4
2023-01-01,GBR,32.4
1996-01-01,GEO,37.1
1997-01-01,GEO,40.7
1998-01-01,GEO,41.2
1999-01-01,GEO,40.1
2000-01-01,GEO,40.5
2001-01-01,GEO,39.6
2002-01-01,GEO,37.2
2003-01-01,GEO,36.7
2004-01-01,GEO,36.2
2005-01-01,GEO,37.4
2006-01-01,GEO,36.9
2007-01-01,GEO,38.1
2008-01-01,GEO,38.5
2009-01-01,GEO,38.2
2010-01-01,GEO,39.5
2011-01-01,GEO,39.6
2012-01-01,GEO,39.0
2013-01-01,GEO,38.6
2014-01-01,GEO,37.6
2015-01-01,GEO,36.5
2016-01-01,GEO,36.6
2017-01-01,GEO,37.9
2018-01-01,GEO,36.4
2019-01-01,GEO,35.9
2020-01-01,GEO,34.5
2021-01-01,GEO,34.2
2022-01-01,GEO,33.5
2023-01-01,GEO,33.5
1987-01-01,GHA,35.3
1988-01-01,GHA,36.0
1989-01-01,GHA,36.0
1990-01-01,GHA,36.0
1991-01-01,GHA,38.4
1992-01-01,GHA,38.4
1993-01-01,GHA,38.4
1994-01-01,GHA,38.4
1995-01-01,GHA,38.4
1996-01-01,GHA,38.4
1997-01-01,GHA,38.4
1998-01-01,GHA,40.1
1999-01-01,GHA,40.1
2000-01-01,GHA,40.1
2001-01-01,GHA,40.1
2002-01-01,GHA,40.1
2003-01-01,GHA,40.1
2004-01-01,GHA,40.1
2005-01-01,GHA,42.8
2006-01-01,GHA,42.8
2007-01-01,GHA,42.8
2008-01-01,GHA,42.8
2009-01-01,GHA,42.8
2010-01-01,GHA,42.8
2011-01-01,GHA,42.8
2012-01-01,GHA,42.4
2013-01-01,GHA,42.4
2014-01-01,GHA,42.4
2015-01-01,GHA,42.4
2016-01-01,GHA,43.5
2017-01-01,GHA,43.5
2018-01-01,GHA,43.5
2019-01-01,GHA,43.5
2020-01-01,GHA,43.5
2021-01-01,GHA,43.5
2022-01-01,GHA,43.5
2023-01-01,GHA,43.5
1991-01-01,GIN,44.5
1992-01-01,GIN,44.5
1993-01-01,GIN,44.5
1994-01-01,GIN,46.1
1995-01-01,GIN,46.1
1996-01-01,GIN,46.1
1997-01-01,GIN,46.1
1998-01-01,GIN,46.1
1999-01-01,GIN,46.1
2000-01-01,GIN,46.1
2001-01-01,GIN,46.1
2002-01-01,GIN,43.0
2003-01-01,GIN,43.0
2004-01-01,GIN,43.0
2005-01-01,GIN,43.0
2006-01-01,GIN,43.0
2007-01-01,GIN,39.4
2008-01-01,GIN,39.4
2009-01-01,GIN,39.4
2010-01-01,GIN,39.4
2011-01-01,GIN,39.4
2012-01-01,GIN,33.7
2013-01-01,GIN,33.7
2014-01-01,GIN,33.7
2015-01-01,GIN,33.7
2016-01-01,GIN,33.7
2017-01-01,GIN,33.7
2018-01-01,GIN,29.6
2019-01-01,GIN,29.6
2020-01-01,GIN,29.6
2021-01-01,GIN,29.6
2022-01-01,GIN,29.6
2023-01-01,GIN,29.6
1998-01-01,GMB,48.3
1999-01-01,GMB,48.3
2000-01-01,GMB,48.3
